Rank;Bib;Name;Club;Sex;Category;Category_Rank;5km;10km;12km;15km;Finish;Time_Behind_Winner;Avg_Pace;0_5_pace;5_10_pace;10_15_pace;15_end_pace;0_5_10_diff;5_10_15_diff;10_15_end_diff;start_end_diff;0_5_average_diff;5_10_average_diff;10_15_average_diff;15_end_average_diff;10k_diff;Cluster_5;Cluster_5_Label;Cluster_8;Cluster_8_Label;Cluster_10;Cluster_10_Label
10488;2502;LOISON JASON;;Homme;SEH;3578;00:32:24;01:03:56;01:21:48;01:39:29;02:25:00;+1:21:29;412.38090723799587;388.8;378.4;426.6;447.92520911923896;-10.400000000000034;48.200000000000045;21.325209119238934;59.125209119238946;-23.58090723799586;-33.98090723799589;14.219092762004152;35.544301881243086;53.66260455961947;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10489;3819;COHEN SAM;;Homme;MAH2;300;00:34:52;01:07:22;01:25:10;01:41:43;02:25:05;+1:21:34;412.61790775939704;418.4;390.0;412.2;426.7672625881581;-28.399999999999977;22.19999999999999;14.567262588158087;8.367262588158098;5.782092240602935;-22.617907759397042;-0.41790775939705327;14.149354828761034;15.283631294079044;2.0;Steady pace;3.0;Steady Pace;0.0;Positive Split
10490;10554;MANDIRALI AYNUR;;Femme;MAF1;931;00:33:48;01:06:54;01:25:16;01:42:44;02:25:13;+1:21:42;412.99710859363887;405.6;397.2;430.0;418.0744628505822;-8.400000000000034;32.80000000000001;-11.925537149417778;12.4744628505822;-7.397108593638848;-15.797108593638882;17.00289140636113;5.077354256943352;22.637231425291134;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10491;12008;DOMENECH MARIE-CAROLINE;;Femme;MAF1;932;00:36:21;01:10:08;01:28:07;01:44:41;02:25:15;+1:21:44;413.0919088021993;436.2;405.4;414.6;399.2127275709365;-30.80000000000001;9.200000000000045;-15.3872724290635;-36.98727242906347;23.10809119780066;-7.69190880219935;1.5080911978006952;-13.879181231262805;-13.893636214531682;1.0;Negative split;5.0;Negative split;7.0;Negative split
10492;10955;RIPAULT YELENA;;Femme;SEF;1759;00:33:13;01:05:44;01:24:03;01:41:26;02:25:19;+1:21:48;413.28150921932024;398.6;390.2;428.4;431.851730359193;-8.400000000000034;38.19999999999999;3.45173035919305;33.251730359193004;-14.681509219320219;-23.081509219320253;15.118490780679736;18.570221139872785;35.72586517959655;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10493;11762;BOSSON-AZZOPARDI MATHILDE;;Femme;SEF;1760;00:34:21;01:08:40;01:26:40;01:43:39;02:25:21;+1:21:50;413.3763094278807;412.2;411.8;419.8;410.3657536493357;-0.39999999999997726;8.0;-9.434246350664296;-1.834246350664273;-1.1763094278807102;-1.5763094278806875;6.4236905721193125;-3.0105557785449832;3.082876824667892;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
10494;616;VIMEUX PATRICK;;Homme;MAH2;301;00:36:13;01:09:17;01:27:21;01:43:49;02:25:24;+1:21:53;413.5185097407214;434.6;396.8;414.4;409.21764802361815;-37.80000000000001;17.599999999999966;-5.182351976381824;-25.38235197638187;21.08149025927861;-16.7185097407214;0.8814902592785643;-4.30086171710326;-3.89117598819098;1.0;Negative split;5.0;Negative split;5.0;cautious start, get times back 5-10k then consistent
10495;10821;DAP ALEXANDRA;;Femme;MAF1;933;00:34:37;01:08:06;01:26:00;01:42:58;02:25:24;+1:21:53;413.5185097407214;415.4;401.8;418.4;417.5824175824176;-13.599999999999966;16.599999999999966;-0.8175824175824005;2.1824175824175995;1.8814902592785643;-11.718509740721402;4.881490259278564;4.063907841696164;9.391208791208783;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
10496;9481;GOUBET CÉCILE;;Femme;SEF;1761;00:41:29;01:16:50;01:34:35;01:50:10;02:25:25;+1:21:54;413.5659098450016;497.8;424.2;400.0;346.8919140560931;-73.60000000000002;-24.19999999999999;-53.10808594390687;-150.90808594390688;84.2340901549984;10.634090154998376;-13.565909845001613;-66.67399578890848;-87.55404297195344;1.0;Negative split;5.0;Negative split;7.0;Negative split
10497;6949;FOURMENTRAUX COLIN;;Homme;SEH;3579;00:37:18;01:12:37;01:31:35;01:48:12;02:25:28;+1:21:57;413.7081101578423;447.6;423.8;427.0;366.73773987206823;-23.80000000000001;3.1999999999999886;-60.26226012793177;-80.86226012793179;33.891889842157696;10.091889842157684;13.291889842157673;-46.970370285774095;-38.83113006396593;1.0;Negative split;5.0;Negative split;7.0;Negative split
10498;4857;MEYKIECHEL CHRISTOPHE;;Homme;MAH2;302;00:33:26;01:05:02;01:23:17;01:40:07;02:25:29;+1:21:58;413.7555102621225;401.2;379.2;421.0;446.4490733147449;-22.0;41.80000000000001;25.449073314744908;45.24907331474492;-12.555510262122539;-34.55551026212254;7.244489737877473;32.69356305262238;43.524536657372494;0.0;Positive split;7.0;Positive split;0.0;Positive Split
10499;3847;ABOU KHALIL JAD;;Homme;SEH;3580;00:29:27;00:59:15;01:17:38;01:38:15;02:25:31;+1:22:00;413.850310470683;353.4;357.6;468.0;465.14679350500245;4.2000000000000455;110.39999999999998;-2.8532064949975506;111.74679350500247;-60.45031047068301;-56.25031047068296;54.149689529317016;51.296483034319465;111.07339675250125;3.0;Strong starter;2.0;Mid-race slowdown;6.0;Mid-race slowdown
10500;11250;DES COURTIS FLORE;;Femme;MAF1;934;00:34:27;01:08:21;01:26:39;01:43:49;02:25:31;+1:22:00;413.850310470683;413.4;406.8;425.6;410.3657536493357;-6.599999999999966;18.80000000000001;-15.234246350664307;-3.0342463506642616;-0.4503104706830072;-7.050310470682973;11.749689529317038;-3.484556821347269;7.8828768246678464;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
10501;2308;MILLOT BENOIST;;Homme;MAH1;3480;00:30:08;01:04:29;01:22:05;01:38:46;02:25:38;+1:22:07;414.1821112006446;361.6;412.2;411.4;461.21043135968506;50.599999999999966;-0.8000000000000114;49.81043135968508;99.61043135968504;-52.58211120064459;-1.9821112006446242;-2.7821112006446356;47.02832015904045;49.40521567984251;0.0;Positive split;7.0;Positive split;3.0;Struggle at end
10502;10813;POLIENOR ELODIE;;Femme;MAF1;935;00:33:57;01:06:57;01:24:50;01:42:26;02:25:38;+1:22:07;414.1821112006446;407.4;396.0;425.8;425.12711169427587;-11.399999999999977;29.80000000000001;-0.6728883057241433;17.72711169427589;-6.782111200644636;-18.182111200644613;11.617888799355399;10.945000493631255;23.76355584713798;0.0;Positive split;4.0;Strong starter;4.0;Steady pace
10503;1967;MARSAULT PASCAL;;Homme;MAH2;303;00:34:03;01:05:53;01:24:51;01:40:28;02:25:39;+1:22:08;414.22951130492487;408.6;382.0;415.0;444.6449073314745;-26.600000000000023;33.0;29.644907331474485;36.04490733147446;-5.629511304924847;-32.22951130492487;0.7704886950751302;30.415396026549615;34.52245366573726;0.0;Positive split;7.0;Positive split;0.0;Positive Split
10504;11407;TOUIL MATHILDE;;Femme;MAF1;936;00:32:08;01:05:26;01:23:38;01:41:15;02:25:40;+1:22:09;414.27691140920507;385.6;399.6;429.8;437.1002132196162;14.0;30.19999999999999;7.300213219616182;51.50021321961617;-28.676911409205047;-14.676911409205047;15.523088590794941;22.823301810411124;40.85010660980811;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10505;11848;MAUPAS CLARA;;Femme;SEF;1762;00:33:02;01:06:07;01:25:04;01:42:49;02:25:40;+1:22:09;414.27691140920507;396.4;397.0;440.4;421.6827948171231;0.6000000000000227;43.39999999999998;-18.717205182876853;25.282794817123147;-17.876911409205093;-17.27691140920507;26.123088590794907;7.405883407918054;34.34139740856159;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10506;10630;LE LIÈVRE DE LA MORINIÈRE TIPHAINE;;Femme;SEF;1763;00:36:17;01:09:53;01:28:33;01:45:08;02:25:41;+1:22:10;414.3243115134853;435.4;403.2;423.0;399.04871248154825;-32.19999999999999;19.80000000000001;-23.95128751845175;-36.35128751845173;21.07568848651465;-11.124311513485338;8.675688486514673;-15.275599031937077;-8.27564375922583;1.0;Negative split;5.0;Negative split;7.0;Negative split
10507;4705;BERTRAND OLIVIER;;Homme;SEH;3581;00:36:17;01:09:56;;01:45:07;02:25:42;+1:22:11;414.3717116177655;435.4;403.8;422.2;399.37674266032474;-31.599999999999966;18.399999999999977;-22.82325733967525;-36.02325733967524;21.02828838223445;-10.571711617765516;7.8282883822344616;-14.99496895744079;-8.81162866983766;1.0;Negative split;5.0;Negative split;7.0;Negative split
10508;11150;DUPONT CHARLOTTE;;Femme;SEF;1764;00:32:09;01:04:16;01:22:12;01:39:49;02:25:43;+1:22:12;414.4191117220458;385.8;385.4;426.6;451.6975561751681;-0.4000000000000341;41.200000000000045;25.09755617516805;65.89755617516806;-28.619111722045773;-29.019111722045807;12.180888277954239;37.27844445312229;53.548778087584026;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10509;11149;MANIN ELODIE;;Femme;SEF;1765;00:32:07;01:04:17;01:22:13;01:39:49;02:25:45;+1:22:14;414.51391193060624;385.4;386.0;426.4;452.0255863539445;0.6000000000000227;40.39999999999998;25.625586353944527;66.62558635394453;-29.113911930606264;-28.51391193060624;11.886088069393736;37.51167442333826;53.51279317697225;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10510;11394;PRIGENT OCÉANE;;Femme;SEF;1766;00:33:11;01:06:13;01:24:36;01:42:13;02:25:48;+1:22:17;414.6561122434469;398.2;396.4;432.0;428.899458750205;-1.8000000000000114;35.60000000000002;-3.1005412497950147;30.699458750204997;-16.45611224344691;-18.25611224344692;17.3438877565531;14.243346506758087;33.14972937510254;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10511;2840;BRILLAND ANTOINE;;Homme;SEH;3582;00:33:41;01:04:07;01:19:57;01:34:40;02:25:49;+1:22:18;414.70351234772716;404.2;365.2;366.6;503.36230933245855;-39.0;1.400000000000034;136.76230933245853;99.16230933245856;-10.503512347727167;-49.50351234772717;-48.10351234772713;88.6587969847314;50.28115466622927;3.0;Strong starter;1.0;Weak finisher;3.0;Struggle at end
10512;10873;FREYCHET LUCIE;;Femme;SEF;1767;00:31:54;01:05:45;01:24:16;01:42:04;02:25:52;+1:22:21;414.8457126605678;382.8;406.2;435.8;431.0316549122519;23.399999999999977;29.600000000000023;-4.768345087748116;48.231654912251884;-32.0457126605678;-8.645712660567824;20.9542873394322;16.185942251684082;38.91582745612595;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10513;9825;BRULE LAURA;;Femme;ESF;65;00:32:08;01:03:56;01:22:12;01:40:07;02:25:53;+1:22:22;414.89311276484807;385.6;381.6;434.2;450.3854354600623;-4.0;52.599999999999966;16.18543546006231;64.78543546006227;-29.293112764848047;-33.29311276484805;19.30688723515192;35.49232269521423;58.69271773003112;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10514;9824;BRULE JULIE;;Femme;MAF1;937;00:32:11;01:03:57;01:22:12;01:40:06;02:25:54;+1:22:23;414.94051286912827;386.2;381.2;433.8;450.7134656388387;-5.0;52.60000000000002;16.913465638838716;64.51346563883874;-28.74051286912828;-33.74051286912828;18.85948713087174;35.77295276971046;58.55673281941938;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10515;8056;FOURNIER PASCAL;LA JEUNESSE DE CROISSY;Homme;MAH2;304;00:29:25;01:01:50;01:18:50;01:36:05;02:25:56;+1:22:25;415.0353130776887;353.0;389.0;411.0;490.5691323601771;36.0;22.0;79.5691323601771;137.5691323601771;-62.03531307768873;-26.035313077688727;-4.035313077688727;75.53381928248837;79.78456618008852;3.0;Strong starter;7.0;Positive split;3.0;Struggle at end
10516;9981;DEVINAST ALEXIA;;Femme;SEF;1768;00:34:48;01:08:10;01:26:17;01:43:23;02:25:56;+1:22:25;415.0353130776887;417.6;400.4;422.6;418.73052320813514;-17.200000000000045;22.200000000000045;-3.8694767918648836;1.1305232081351164;2.564686922311296;-14.63531307768875;7.564686922311296;3.6952101304464122;11.66526160406761;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
10517;1233;LEROUX CYRIL;;Homme;MAH1;3481;00:35:17;01:07:51;01:25:23;01:41:56;02:25:57;+1:22:26;415.082713181969;423.4;390.8;409.0;433.1638510742988;-32.599999999999966;18.19999999999999;24.163851074298805;9.763851074298827;8.317286818030993;-24.282713181968973;-6.082713181968984;18.08113789232982;13.98192553714938;2.0;Steady pace;3.0;Steady Pace;0.0;Positive Split
10518;11767;ROUSSEL MARION;;Femme;SEF;1769;00:35:33;01:09:15;01:27:00;01:43:49;02:25:59;+1:22:28;415.17751339052944;426.6;404.4;414.8;414.95817615220597;-22.200000000000045;10.400000000000034;0.1581761522059537;-11.641823847794058;11.422486609470582;-10.777513390529464;-0.37751339052942967;-0.21933723832347596;-0.6209119238969834;2.0;Steady pace;0.0;Steady + hills struggles;5.0;cautious start, get times back 5-10k then consistent
10519;11855;ALLE-GAYET HÉLÈNE;;Femme;SEF;1770;00:36:08;01:09:13;01:27:08;01:43:46;02:25:59;+1:22:28;415.17751339052944;433.6;397.0;414.6;415.45022142037067;-36.60000000000002;17.600000000000023;0.8502214203706444;-18.149778579629356;18.42248660947058;-18.17751339052944;-0.5775133905294183;0.2727080298412261;-0.2748892898146664;1.0;Negative split;5.0;Negative split;5.0;cautious start, get times back 5-10k then consistent
10520;11769;BÉBÉAR ALICE;;Femme;SEF;1771;00:31:46;01:03:16;01:21:09;01:38:31;02:26:01;+1:22:30;415.2723135990899;381.2;378.0;423.0;467.4430047564376;-3.1999999999999886;45.0;44.443004756437574;86.24300475643759;-34.07231359908991;-37.2723135990899;7.727686400910102;52.170691157347676;65.62150237821879;3.0;Strong starter;7.0;Positive split;3.0;Struggle at end
10521;8738;DESLOGES MICHEL;;Homme;MAH2;305;00:29:30;01:00:13;01:19:18;01:38:54;02:26:03;+1:22:32;415.36711380765036;354.0;368.6;464.2;463.9986878792849;14.600000000000023;95.59999999999997;-0.20131212071510163;109.99868787928489;-61.367113807650355;-46.76711380765033;48.83288619234963;48.63157407163453;102.79934393964243;3.0;Strong starter;2.0;Mid-race slowdown;6.0;Mid-race slowdown
10522;3675;DES COURIERES AMAURY;;Homme;MAH1;3482;00:33:00;01:05:24;01:22:45;01:39:39;02:26:03;+1:22:32;415.36711380765036;396.0;388.8;411.0;456.6180088568148;-7.199999999999989;22.19999999999999;45.61800885681481;60.61800885681481;-19.367113807650355;-26.567113807650344;-4.367113807650355;41.250895049164455;41.40900442840746;0.0;Positive split;7.0;Positive split;0.0;Positive Split
10523;3815;LIVESCAULT LAURENT;;Homme;MAH2;306;00:32:49;01:04:09;01:22:21;01:40:37;02:26:05;+1:22:34;415.4619140162108;393.8;376.0;437.6;447.43316385107426;-17.80000000000001;61.60000000000002;9.833163851074232;53.633163851074244;-21.6619140162108;-39.46191401621081;22.13808598378921;31.971249834863443;57.61658192553716;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10524;10675;GUMEZ VIRGINIE;;Femme;MAF1;938;00:34:04;01:06:37;01:25:22;01:43:16;02:26:06;+1:22:35;415.509314120491;408.8;390.6;439.8;421.5187797277349;-18.19999999999999;49.19999999999999;-18.281220272265102;12.718779727734898;-6.709314120491001;-24.90931412049099;24.290685879509;6.009465607243897;30.959389863867386;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10525;11805;BERNARD CAMILLE;;Femme;SEF;1772;00:35:25;01:09:25;01:27:11;01:44:06;02:26:06;+1:22:35;415.509314120491;425.0;408.0;416.2;413.31802525832376;-17.0;8.199999999999989;-2.881974741676231;-11.681974741676243;9.490685879508987;-7.5093141204910125;0.6906858795089761;-2.191288862167255;-1.740987370838127;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
10526;3632;BELKACEM YANNIS;;Homme;SEH;3583;00:35:26;01:09:26;01:27:14;01:44:07;02:26:08;+1:22:37;415.6041143290515;425.2;408.0;416.2;413.482040347712;-17.19999999999999;8.199999999999989;-2.717959652288016;-11.717959652288016;9.595885670948462;-7.6041143290515265;0.5958856709484621;-2.122073981339554;-1.7589798261440137;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
10527;12012;LANGLAIS ALIX;;Femme;MAF1;939;00:33:35;01:04:49;01:23:12;01:40:33;02:26:12;+1:22:41;415.79371474617244;403.0;374.8;428.8;449.23732983434473;-28.19999999999999;54.0;20.437329834344723;46.237329834344735;-12.79371474617244;-40.99371474617243;13.00628525382757;33.443615088172294;50.118664917172396;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10528;11496;FOUQUES ÉMILIE;;Femme;MAF1;940;00:35:16;01:09:57;01:27:44;01:45:13;02:26:21;+1:22:50;416.22031568469447;423.2;416.2;423.2;404.7892406101361;-7.0;7.0;-18.41075938986387;-18.41075938986387;6.979684315305519;-0.02031568469448075;6.979684315305519;-11.43107507455835;-5.705379694931935;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
10529;10051;HAUTOIS KIM;;Femme;MAF1;941;00:34:33;01:07:45;01:26:04;01:43:27;02:26:23;+1:22:52;416.3151158932549;414.6;398.4;428.4;422.50287026406426;-16.200000000000045;30.0;-5.897129735935721;7.902870264064234;-1.7151158932549038;-17.91511589325495;12.08488410674505;6.18775437080933;18.95143513203209;0.0;Positive split;3.0;Steady Pace;4.0;Steady pace
10530;9331;SCIALOM OLIVIA;;Femme;MAF2;52;00:35:02;01:08:22;01:27:30;01:44:32;02:26:23;+1:22:52;416.3151158932549;420.4;400.0;434.0;411.8418894538297;-20.399999999999977;34.0;-22.158110546170292;-8.55811054617027;4.084884106745051;-16.315115893254927;17.684884106745073;-4.473226439425218;12.720944726914865;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
10531;5313;DORSAN MICHEL;;Homme;MAH2;307;00:35:04;01:08:22;01:27:30;01:44:22;02:26:24;+1:22:53;416.3625159975352;420.8;399.6;432.0;413.6460554371002;-21.19999999999999;32.39999999999998;-18.353944562899812;-7.153944562899824;4.437484002464828;-16.76251599753516;15.637484002464817;-2.716460560434996;12.62302771855002;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
10532;9169;PAGNY AURÉLIE;;Femme;MAF1;942;00:35:10;01:09:01;01:27:14;01:44:43;02:26:25;+1:22:54;416.4099161018154;422.0;406.2;428.4;410.3657536493357;-15.800000000000011;22.19999999999999;-18.03424635066426;-11.634246350664284;5.590083898184616;-10.209916101815395;11.990083898184594;-6.044162452479668;5.282876824667824;2.0;Steady pace;0.0;Steady + hills struggles;5.0;cautious start, get times back 5-10k then consistent
10533;3442;ABDALLAH MAZEN;;Homme;SEH;3584;00:31:20;01:01:44;01:20:51;01:40:20;02:26:29;+1:22:58;416.5995165189363;376.0;364.8;463.2;454.1577825159914;-11.199999999999989;98.39999999999998;-9.042217484008575;78.15778251599141;-40.5995165189363;-51.79951651893629;46.60048348106369;37.558265997055116;88.27889125799572;3.0;Strong starter;2.0;Mid-race slowdown;6.0;Mid-race slowdown
10534;5515;TOURNAIRE PAULINE;;Homme;SEH;3585;00:34:19;01:06:47;01:24:37;01:41:18;02:26:34;+1:23:03;416.83651704033747;411.8;389.6;414.2;445.46498277841556;-22.19999999999999;24.599999999999966;31.264982778415572;33.66498277841555;-5.036517040337458;-27.236517040337446;-2.6365170403374805;28.62846573807809;29.132491389207757;0.0;Positive split;7.0;Positive split;0.0;Positive Split
10535;10973;CAPMAN MAUDE;UNION SPORTIVE ALFORTVILLE ATHLETISME;Femme;MAF1;943;00:34:56;01:08:53;01:27:40;01:44:34;02:26:34;+1:23:03;416.83651704033747;419.2;407.4;428.2;413.31802525832376;-11.800000000000011;20.80000000000001;-14.881974741676231;-5.881974741676231;2.3634829596625195;-9.436517040337492;11.36348295966252;-3.5184917820137116;7.4590126291619185;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
10536;12024;GOSSÉ JULIETTE;;Femme;SEF;1773;00:31:57;00:59:48;01:15:00;01:28:45;02:26:35;+1:23:04;416.88391714461767;383.4;334.2;347.4;569.1323601771362;-49.19999999999999;13.199999999999989;221.73236017713623;185.73236017713623;-33.48391714461769;-82.68391714461768;-69.48391714461769;152.24844303251854;99.46618008856814;3.0;Strong starter;1.0;Weak finisher;8.0;Weak finisher
10537;6540;BRISSAC ROMAIN;;Homme;MAH1;3483;00:33:04;01:05:09;01:22:35;01:40:28;02:26:36;+1:23:05;416.9313172488979;396.8;385.0;423.8;453.9937674266032;-11.800000000000011;38.80000000000001;30.193767426603188;57.19376742660319;-20.131317248897915;-31.931317248897926;6.868682751102085;37.06245017770527;47.9968837133016;0.0;Positive split;7.0;Positive split;0.0;Positive Split
10538;7384;DUC DODON GAUTIER;;Homme;MAH1;3484;00:35:16;01:08:55;01:26:13;01:43:08;02:26:36;+1:23:05;416.9313172488979;423.2;403.8;410.6;427.7513531244874;-19.399999999999977;6.800000000000011;17.1513531244874;4.551353124487434;6.268682751102062;-13.131317248897915;-6.3313172488979035;10.820035875589497;5.675676562243723;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
10539;11777;COZIC SOLEN;CAVIGAL NICE SPORTS;Femme;MAF1;944;00:32:36;01:04:30;01:22:35;01:39:57;02:26:40;+1:23:09;417.12091766601884;391.2;382.8;425.4;459.73429555519107;-8.399999999999977;42.599999999999966;34.33429555519109;68.53429555519108;-25.920917666018852;-34.32091766601883;8.279082333981137;42.61337788917223;55.56714777759555;3.0;Strong starter;7.0;Positive split;3.0;Struggle at end
10540;10439;BAETZ CLEMENCE;;Femme;SEF;1774;00:32:50;01:04:20;01:23:18;01:41:26;02:26:41;+1:23:10;417.16831777029904;394.0;378.0;445.2;445.30096768902735;-16.0;67.19999999999999;0.10096768902735676;51.300967689027345;-23.16831777029904;-39.16831777029904;28.031682229700948;28.132649918728305;59.25048384451367;0.0;Positive split;2.0;Mid-race slowdown;2.0;Strong starter
10541;10947;BADIROU NADIA;;Femme;SEF;1775;00:33:27;01:07:43;01:26:40;01:44:06;02:26:42;+1:23:11;417.2157178745793;401.4;411.2;436.6;419.2225684762998;9.800000000000011;25.400000000000034;-17.37743152370024;17.822568476299807;-15.81571787457932;-6.015717874579309;19.384282125420725;2.006850601720487;21.61128423814995;0.0;Positive split;4.0;Strong starter;4.0;Steady pace
10542;10385;SELLAMI NADIA;;Femme;MAF2;53;00:34:11;01:06:38;01:25:30;01:43:13;02:26:43;+1:23:12;417.26311797885955;410.2;389.4;439.0;428.07938330326385;-20.80000000000001;49.60000000000002;-10.920616696736147;17.879383303263864;-7.063117978859566;-27.863117978859577;21.736882021140445;10.816265324404299;33.73969165163197;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10543;4803;LI ANTONY;;Homme;SEH;3586;00:34:43;01:07:31;01:25:43;01:42:34;02:26:43;+1:23:12;417.26311797885955;416.6;393.6;420.6;434.4759717894046;-23.0;27.0;13.87597178940456;17.87597178940456;-0.6631179788595318;-23.663117978859532;3.336882021140468;17.212853810545027;22.43798589470225;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
10544;11924;GUTMAN SONIA;;Femme;MAF2;54;00:32:44;01:04:38;01:22:26;01:40:34;02:26:44;+1:23:13;417.31051808313975;392.8;382.8;431.2;454.3217976053797;-10.0;48.39999999999998;23.121797605379697;61.521797605379675;-24.510518083139743;-34.51051808313974;13.889481916860234;37.01127952223993;54.960898802689826;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10545;4213;RÉDINI JANIS;;Homme;SEH;3587;00:34:43;01:07:34;01:25:44;01:42:34;02:26:44;+1:23:13;417.31051808313975;416.6;394.2;420.0;434.6399868787928;-22.400000000000034;25.80000000000001;14.639986878792797;18.039986878792774;-0.710518083139732;-23.110518083139766;2.6894819168602453;17.329468795653042;21.91999343939642;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
10546;1738;COUDOL ARTHUR;;Homme;MAH1;3485;00:32:34;01:04:03;01:21:52;01:39:33;02:26:44;+1:23:13;417.31051808313975;390.8;377.8;426.0;464.3267180580613;-13.0;48.19999999999999;38.32671805806132;73.5267180580613;-26.510518083139743;-39.51051808313974;8.689481916860245;47.01619997492156;60.86335902903062;3.0;Strong starter;7.0;Positive split;3.0;Struggle at end
10547;1460;HALLER CARL;;Homme;MAH1;3486;00:31:12;01:02:35;01:20:51;01:38:09;02:26:52;+1:23:21;417.6897189173816;374.4;376.6;426.8;479.4161062817779;2.2000000000000455;50.19999999999999;52.61610628177789;105.01610628177792;-43.289718917381606;-41.08971891738156;9.110281082618428;61.72638736439632;77.60805314088896;3.0;Strong starter;7.0;Positive split;3.0;Struggle at end
10548;12270;LOUGUAR INÈS;;Femme;SEF;1776;00:32:58;01:06:04;01:26:32;01:43:27;02:26:53;+1:23:22;417.73711902166184;395.6;397.2;448.6;427.423322945711;1.599999999999966;51.400000000000034;-21.17667705428903;31.82332294571097;-22.137119021661817;-20.53711902166185;30.862880978338183;9.686203924049153;41.61166147285553;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10549;10544;NGUYEN ANH TUC;;Femme;MAF1;945;00:35:14;01:09:01;01:26:59;01:44:11;02:26:56;+1:23:25;417.8793193345025;422.8;405.4;422.0;420.6987042807938;-17.400000000000034;16.600000000000023;-1.3012957192062231;-2.1012957192062345;4.920680665497514;-12.47931933450252;4.120680665497503;2.8193849462912794;7.249352140396866;2.0;Steady pace;3.0;Steady Pace;5.0;cautious start, get times back 5-10k then consistent
10550;3646;MELSION BERTRAND;;Homme;MAH1;3487;00:33:22;01:04:50;01:23:40;01:40:59;02:26:56;+1:23:25;417.8793193345025;400.4;377.6;433.8;452.1896014433328;-22.799999999999955;56.19999999999999;18.389601443332765;51.7896014433328;-17.47931933450252;-40.279319334502475;15.920680665497514;34.31028210883028;53.994800721666365;0.0;Positive split;7.0;Positive split;2.0;Strong starter
10551;568;VASLIN BRUNO;;Homme;MAH2;308;00:33:07;01:06:04;01:24:40;01:42:04;02:26:57;+1:23:26;417.92671943878275;397.4;395.4;432.0;441.69263572248644;-2.0;36.60000000000002;9.692635722486443;44.292635722486466;-20.526719438782777;-22.526719438782777;14.073280561217246;23.76591628370369;40.446317861243244;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10552;9613;PAILLARD AURORE;;Femme;MAF1;946;00:32:41;01:05:57;01:24:49;01:42:30;02:26:58;+1:23:27;417.97411954306295;392.2;399.2;438.6;437.59225848778084;7.0;39.400000000000034;-1.0077415122191837;45.39225848778085;-25.774119543062966;-18.774119543062966;20.625880456937068;19.618138944717884;42.39612924389047;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
10553;12268;DUCROUX LUCIE;;Femme;SEF;1777;00:40:39;01:14:05;01:31:41;01:48:01;02:26:58;+1:23:27;417.97411954306295;487.8;401.2;407.2;383.3032639002788;-86.60000000000002;6.0;-23.89673609972118;-104.4967360997212;69.82588045693706;-16.774119543062966;-10.774119543062966;-34.67085564278415;-49.248368049860574;1.0;Negative split;5.0;Negative split;7.0;Negative split
10554;5696;GRASSI YOANN;;Homme;MAH1;3488;00:33:31;01:06:25;01:24:28;01:41:08;02:27:00;+1:23:29;418.0689197516234;402.2;394.8;416.6;451.36952599639164;-7.399999999999977;21.80000000000001;34.76952599639162;49.169525996391656;-15.868919751623423;-23.2689197516234;-1.468919751623389;33.30060624476823;35.48476299819583;0.0;Positive split;7.0;Positive split;0.0;Positive Split
