Rank;Bib;Name;Club;Sex;Category;Category_Rank;5km;10km;12km;15km;Finish;Time_Behind_Winner;Avg_Pace;0_5_pace;5_10_pace;10_15_pace;15_end_pace;0_5_10_diff;5_10_15_diff;10_15_end_diff;start_end_diff;0_5_average_diff;5_10_average_diff;10_15_average_diff;15_end_average_diff;10k_diff;Cluster_5;Cluster_5_Label;Cluster_8;Cluster_8_Label;Cluster_10;Cluster_10_Label
2306;3139;DARRAS AXEL;;Homme;SEH;1194;00:23:02;00:44:15;00:55:15;01:06:00;01:31:54;+28:23;261.364175001185;276.4;254.6;261.0;254.87944890929964;-21.799999999999983;6.400000000000006;-6.12055109070036;-21.520551090700337;15.035824998814974;-6.764175001185009;-0.36417500118500357;-6.4847260918853635;-7.56027554535018;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
2307;4021;MARINOT SEBASTIEN;;Homme;MAH1;866;00:21:37;00:42:40;00:53:58;01:04:41;01:31:55;+28:24;261.4115751054652;259.4;252.6;264.2;268.0006560603575;-6.799999999999983;11.599999999999994;3.8006560603575394;8.60065606035755;-2.0115751054652264;-8.81157510546521;2.788424894534785;6.589080954892324;10.10032803017873;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2308;2700;BERTAUD ARTHUR;;Homme;SEH;1195;00:21:34;00:42:54;00:54:11;01:05:14;01:31:55;+28:24;261.4115751054652;258.8;256.0;268.0;262.58815811054615;-2.8000000000000114;12.0;-5.411841889453854;3.788158110546135;-2.6115751054651923;-5.411575105465204;6.588424894534796;1.1765830050809427;7.894079055273096;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2309;9944;SILIPHAYVANH MANOLY;USM MALAKOFF;Femme;MAF1;36;00:22:06;00:43:05;00:54:22;01:05:23;01:31:56;+28:25;261.45897520974546;265.2;251.8;267.6;261.27603739544037;-13.399999999999977;15.800000000000011;-6.323962604559654;-3.9239626045596196;3.741024790254528;-9.65897520974545;6.141024790254562;-0.1829378143050917;5.938018697720167;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2310;3202;NICOLET BENOIT;AS VOLTAIRE (CHATENAY-MAL);Homme;MAH1;867;00:21:38;00:42:52;00:54:20;01:04:58;01:31:58;+28:27;261.5537754183059;259.6;254.8;265.2;265.7044448089224;-4.800000000000011;10.399999999999977;0.5044448089224147;6.104444808922381;-1.953775418305895;-6.753775418305906;3.646224581694071;4.1506693906164855;8.252222404461122;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2311;910;HUET ALEXANDRE;;Homme;SEH;1196;00:21:28;00:42:38;00:53:54;01:04:43;01:31:58;+28:27;261.5537754183059;257.6;254.0;265.0;268.16467114974574;-3.6000000000000227;11.0;3.164671149745743;10.56467114974572;-3.953775418305895;-7.553775418305918;3.446224581694082;6.610895731439825;10.782335574872889;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2312;7201;NGUYEN ANTOINE;;Homme;SEH;1197;00:22:35;00:44:18;00:55:28;01:06:15;01:31:58;+28:27;261.5537754183059;271.0;260.6;263.4;253.0752829260292;-10.399999999999977;2.7999999999999545;-10.324717073970788;-17.92471707397081;9.446224581694082;-0.9537754183058951;1.8462245816940595;-8.478492492276729;-7.562358536985414;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2313;3487;REBATTU ARNAUD;;Homme;SEH;1198;00:21:25;00:42:13;00:53:22;01:04:09;01:32:00;+28:29;261.6485756268664;257.0;249.6;263.2;274.0692143677218;-7.400000000000006;13.599999999999994;10.869214367721838;17.069214367721827;-4.648575626866375;-12.04857562686638;1.5514243731336137;12.420638740855452;15.334607183860896;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2314;4052;ODO PATRICE;CLUB ATHLETISME DE PUTEAUX 92;Homme;MAH1;868;00:21:37;00:42:55;00:54:17;01:04:56;01:32:00;+28:29;261.6485756268664;259.4;255.6;264.2;266.3605051664753;-3.799999999999983;8.599999999999994;2.160505166475332;6.960505166475343;-2.2485756268663977;-6.048575626866381;2.5514243731336137;4.711929539608946;7.780252583237655;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2315;1496;GAILLY DE TAURINES CHARLES;;Homme;MAH1;869;00:21:11;00:41:58;00:53:42;01:04:30;01:32:01;+28:30;261.6959757311466;254.2;249.4;270.4;270.78891257995735;-4.799999999999983;20.99999999999997;0.3889125799573776;16.588912579957366;-7.495975731146586;-12.29597573114657;8.704024268853402;9.09293684881078;18.794456289978655;0.0;Positive split;3.0;Steady Pace;4.0;Steady pace
2316;3561;BROCHARD MATTHIEU;;Homme;SEH;1199;00:21:00;00:42:07;00:53:37;01:04:39;01:32:01;+28:30;261.6959757311466;252.0;253.4;270.4;269.3127767754633;1.4000000000000057;16.99999999999997;-1.0872232245366718;17.312776775463306;-9.695975731146575;-8.29597573114657;8.704024268853402;7.61680104431673;17.156388387731624;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2317;3634;SERVE-CATELIN CHARLES;;Homme;SEH;1200;00:22:29;00:43:58;00:55:10;01:05:52;01:32:01;+28:30;261.6959757311466;269.8;257.8;262.8;257.339675250123;-12.0;5.0;-5.4603247498770315;-12.460324749877032;8.104024268853436;-3.8959757311465637;1.1040242688534363;-4.356300481023595;-3.7301623749385158;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2318;8730;DOMINGUEZ DIAZ JESUS;;Homme;MAH1;870;00:21:43;00:43:27;00:54:48;01:05:43;01:32:01;+28:30;261.6959757311466;260.6;260.8;267.2;258.81581105461703;0.19999999999998863;6.399999999999977;-8.38418894538296;-1.7841889453829936;-1.0959757311465523;-0.8959757311465637;5.504024268853414;-2.880164676529546;2.307905527308435;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2319;248;LUNDBERG HENRIK ANDREAS;;Homme;MAH1;871;00:21:56;00:43:22;00:54:42;01:05:32;01:32:01;+28:30;261.6959757311466;263.2;257.2;266.0;260.61997703788745;-6.0;8.800000000000011;-5.380022962112548;-2.580022962112537;1.5040242688534136;-4.495975731146586;4.304024268853425;-1.0759986932591232;3.1099885189437373;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2320;5407;STORME THOMAS;;Homme;SEH;1201;00:21:47;00:42:54;00:54:05;01:04:58;01:32:01;+28:30;261.6959757311466;261.4;253.4;264.8;266.19649007708705;-7.999999999999972;11.400000000000006;1.3964900770870372;4.796490077087071;-0.2959757311465978;-8.29597573114657;3.1040242688534363;4.5005143459404735;8.098245038543553;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2321;4612;LEMANGOYE RITCH;;Homme;SEH;1202;00:20:42;00:41:14;00:52:37;01:03:27;01:32:02;+28:31;261.74337583542683;248.4;246.4;266.6;281.28587830080363;-2.0;20.200000000000017;14.685878300803608;32.885878300803626;-13.343375835426826;-15.343375835426826;4.856624164573191;19.5425024653768;26.542939150401793;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
2322;8038;PY ARNAUD;;Homme;MAH1;872;00:22:13;00:43:51;00:55:07;01:05:50;01:32:02;+28:31;261.74337583542683;266.6;259.6;263.8;257.8317205182877;-7.0;4.199999999999989;-5.9682794817123295;-8.76827948171234;4.856624164573191;-2.1433758354268093;2.0566241645731793;-3.91165531713915;-2.284139740856176;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2323;9180;LUNEL LOUISE;S/L PARIS UC;Femme;SEF;123;00:22:33;00:44:11;00:55:40;01:06:27;01:32:02;+28:31;261.74337583542683;270.6;259.6;267.2;251.76316221092338;-11.0;7.599999999999966;-15.436837789076606;-18.83683778907664;8.85662416457319;-2.1433758354268093;5.456624164573157;-9.980213624503449;-5.6184188945383085;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2324;6840;CLAUDON ELIE;;Homme;SEH;1203;00:21:06;00:42:09;00:53:27;01:04:09;01:32:02;+28:31;261.74337583542683;253.2;252.6;264.0;274.39724454649826;-0.5999999999999943;11.400000000000006;10.397244546498257;21.19724454649827;-8.543375835426843;-9.143375835426838;2.256624164573168;12.653868711071425;16.29862227324918;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2325;1046;GRANDGEORGE QUENTIN;;Homme;SEH;1204;00:21:31;00:42:46;00:54:17;01:05:13;01:32:03;+28:32;261.79077593970703;258.2;255.0;269.4;264.06429391504014;-3.1999999999999886;14.399999999999977;-5.335706084959838;5.86429391504015;-3.5907759397070436;-6.790775939707032;7.609224060292945;2.2735179753331067;10.132146957520035;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2326;4785;BAHNA ALDRIC;;Homme;SEH;1205;00:21:47;00:43:16;00:54:39;01:05:33;01:32:03;+28:32;261.79077593970703;261.4;257.8;267.4;260.78399212727567;-3.599999999999966;9.599999999999966;-6.61600787272431;-0.6160078727243103;-0.39077593970705493;-3.990775939707021;5.609224060292945;-1.0067838124313653;4.491996063637771;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2327;2531;TAKADOUM ZACHARIE;;Homme;MAH1;873;00:22:27;00:44:12;00:56:02;01:07:01;01:32:04;+28:33;261.8381760439873;269.4;261.0;273.8;246.51467935050022;-8.399999999999977;12.800000000000011;-27.285320649499795;-22.88532064949976;7.561823956012688;-0.8381760439872892;11.961823956012722;-15.323496693487073;-5.042660324749875;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2328;8605;AUBERT PASCAL;;Homme;MAH1;874;00:21:01;00:41:28;00:52:23;01:03:11;01:32:05;+28:34;261.8855761482675;252.2;245.4;260.6;284.4021649991799;-6.799999999999983;15.200000000000017;23.802164999179865;32.2021649991799;-9.6855761482675;-16.485576148267484;-1.2855761482674666;22.5165888509124;23.701082499589972;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
2329;3022;PHILIPPE BAPTISTE;;Homme;MAH1;875;00:23:16;00:44:50;;01:06:51;01:32:05;+28:34;261.8855761482675;279.2;258.8;264.2;248.3188453337707;-20.399999999999977;5.399999999999977;-15.881154666229293;-30.881154666229293;17.3144238517325;-3.085576148267478;2.3144238517324993;-13.566730814496793;-12.74057733311463;1.0;Negative split;5.0;Negative split;7.0;Negative split
2330;103;BONNETON ERIC;CS CLICHY ATHLETISME;Homme;MAH1;876;00:21:27;00:42:24;00:53:41;01:04:31;01:32:05;+28:34;261.8855761482675;257.4;251.4;265.4;271.280957848122;-5.999999999999972;13.999999999999972;5.880957848122023;13.880957848122023;-4.485576148267512;-10.485576148267484;3.514423851732488;9.39538169985451;13.94047892406104;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2331;4718;KREMPP CONSTANTIN;;Homme;SEH;1206;00:22:37;00:44:06;00:55:27;01:06:00;01:32:05;+28:34;261.8855761482675;271.4;257.8;262.8;256.6836148925701;-13.599999999999966;5.0;-6.116385107429892;-14.716385107429858;9.514423851732488;-4.085576148267478;0.914423851732522;-5.20196125569737;-4.858192553714957;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2332;906;LY PASCAL;;Homme;MAH1;877;00:22:16;00:43:48;00:55:02;01:06:00;01:32:07;+28:36;261.98037635682795;267.2;258.4;266.4;257.01164507134655;-8.800000000000011;8.0;-9.388354928653428;-10.188354928653439;5.219623643172042;-3.580376356827969;4.419623643172031;-4.968731285481397;-1.0941774643266626;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2333;5721;BUISSON ERWAN;;Homme;SEH;1207;00:21:41;00:42:57;00:54:19;01:05:16;01:32:07;+28:36;261.98037635682795;260.2;255.2;267.8;264.2283090044284;-5.0;12.600000000000023;-3.5716909955716005;4.028309004428422;-1.7803763568279578;-6.780376356827958;5.819623643172065;2.2479326476004644;8.314154502214194;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2334;11401;JAIN JULIE;ATHLETIC CLUB DU PAYS D ANCENIS;Femme;MAF1;37;00:21:52;00:43:10;00:54:31;01:05:26;01:32:08;+28:37;262.0277764611082;262.4;255.6;267.2;262.75217319993436;-6.799999999999983;11.599999999999994;-4.447826800065627;0.35217319993438423;0.37222353889177384;-6.427776461108209;5.172223538891785;0.7243967388261581;5.976086599967175;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2335;1073;VIDONI FRANCK;;Homme;MAH1;878;00:20:56;00:41:52;00:53:21;01:04:27;01:32:08;+28:37;262.0277764611082;251.2;251.2;271.0;272.42906347383956;0.0;19.80000000000001;1.4290634738395624;21.229063473839574;-10.827776461108215;-10.827776461108215;8.972223538891797;10.401287012731359;20.514531736919764;0.0;Positive split;3.0;Steady Pace;4.0;Steady pace
2336;4008;TOUCHES NORBERT;;Homme;MAH2;22;00:22:44;00:43:53;00:55:08;01:05:52;01:32:09;+28:38;262.0751765653884;272.8;253.8;263.8;258.65179596522876;-19.0;10.0;-5.148204034771254;-14.148204034771254;10.724823434611608;-8.275176565388392;1.7248234346116078;-3.4233806001596463;-2.0741020173856555;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2337;1309;SOUET LUCAS;;Homme;SEH;1208;00:22:35;00:44:37;00:56:00;01:06:40;01:32:09;+28:38;262.0751765653884;271.0;264.4;264.6;250.77907167459404;-6.600000000000023;0.20000000000004547;-13.820928325405987;-20.220928325405964;8.924823434611596;2.3248234346115737;2.524823434611619;-11.296104890794368;-10.010464162702931;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2338;4431;CHAPSAL ALEXIS;;Homme;MAH1;879;00:22:35;00:44:02;00:55:29;01:06:17;01:32:09;+28:38;262.0751765653884;271.0;257.4;267.0;254.55141873052318;-13.600000000000023;9.600000000000023;-12.448581269476819;-16.44858126947682;8.924823434611596;-4.675176565388426;4.924823434611596;-7.523757834865222;-3.4242906347383837;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2339;5624;FABA MATHIEU;XVe ATHLETIC CLUB;Homme;MAH1;880;00:22:29;00:44:06;00:55:31;01:06:09;01:32:09;+28:38;262.0751765653884;269.8;259.4;264.6;255.863539445629;-10.400000000000034;5.2000000000000455;-8.736460554371035;-13.936460554371024;7.724823434611608;-2.6751765653884263;2.524823434611619;-6.211637119759416;-4.368230277185489;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2340;1355;KOUBAR SAMY;;Homme;SEH;1209;00:21:29;00:42:19;00:53:36;01:04:25;01:32:10;+28:39;262.12257666966866;257.8;250.0;265.2;273.0851238313925;-7.800000000000011;15.199999999999989;7.885123831392491;15.285123831392468;-4.322576669668649;-12.12257666966866;3.077423330331328;10.962547161723819;15.2425619156962;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2341;1082;DELPORTE KÉVIN;;Homme;SEH;1210;00:22:38;00:44:38;00:56:13;01:07:02;01:32:10;+28:39;262.12257666966866;271.6;264.0;268.8;247.33475479744135;-7.600000000000023;4.800000000000011;-21.465245202558663;-24.265245202558674;9.477423330331362;1.8774233303313395;6.677423330331351;-14.787821872227312;-9.732622601279331;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2342;10938;LEFLON AUDREY;;Femme;SEF;124;00:22:42;00:44:11;00:55:27;01:06:01;01:32:10;+28:39;262.12257666966866;272.4;257.8;262.0;257.339675250123;-14.599999999999966;4.199999999999989;-4.66032474987702;-15.060324749876997;10.277423330331317;-4.322576669668649;-0.12257666966866054;-4.782901419545681;-5.430162374938504;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2343;3822;JAIN NICOLAS;;Homme;MAH1;881;00:21:52;00:43:11;00:54:31;01:05:25;01:32:11;+28:40;262.16997677394886;262.4;255.8;266.8;263.4082335574873;-6.599999999999966;11.0;-3.3917664425127327;1.0082335574873014;0.23002322605111658;-6.369976773948849;4.630023226051151;1.238256783538418;6.004116778743651;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2344;7979;DAVO GUILLAUME;;Homme;MAH1;882;00:22:26;00:44:03;00:55:29;01:06:12;01:32:11;+28:40;262.16997677394886;269.2;259.4;265.8;255.69952435624074;-9.800000000000011;6.400000000000034;-10.100475643759268;-13.500475643759245;7.030023226051128;-2.7699767739488834;3.6300232260511507;-6.470452417708117;-3.550237821879591;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2345;1242;ALMEIDA PATRICK;;Homme;MAH1;883;00:20:54;00:41:39;00:52:48;01:03:27;01:32:12;+28:41;262.2173768782291;250.8;249.0;261.6;282.9260291946859;-1.8000000000000114;12.600000000000023;21.326029194685873;32.126029194685884;-11.417376878229106;-13.217376878229118;-0.6173768782290949;20.708652316456778;22.363014597342925;0.0;Positive split;3.0;Steady Pace;0.0;Positive Split
2346;4750;HILI THOMAS;;Homme;SEH;1211;00:22:45;00:44:26;00:55:57;01:06:51;01:32:12;+28:41;262.2173768782291;273.0;260.2;269.0;249.46695095948826;-12.800000000000011;8.800000000000011;-19.53304904051174;-23.53304904051174;10.782623121770882;-2.017376878229129;6.782623121770882;-12.75042591874086;-7.3665245202558935;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2347;7640;MICHOT PIERRE-ALAIN;AO CHARENTON;Homme;MAH1;884;00:22:09;00:43:25;00:54:43;01:05:43;01:32:12;+28:41;262.2173768782291;265.8;255.2;267.6;260.61997703788745;-10.600000000000023;12.400000000000034;-6.980022962112571;-5.1800229621125595;3.5826231217708937;-7.017376878229129;5.382623121770905;-1.5973998403416658;3.6099885189437373;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2348;1246;MARCOVICI FREDERIC;;Homme;MAH1;885;00:22:29;00:44:09;00:55:31;01:06:20;01:32:12;+28:41;262.2173768782291;269.8;260.0;266.2;254.55141873052318;-9.800000000000011;6.199999999999989;-11.648581269476807;-15.24858126947683;7.582623121770894;-2.2173768782291177;3.982623121770871;-7.665958147705936;-4.524290634738406;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2349;3520;LE DUIGOU POL;;Homme;SEH;1212;00:22:30;00:44:08;00:55:25;01:06:10;01:32:12;+28:41;262.2173768782291;270.0;259.6;264.4;256.1915696244054;-10.399999999999977;4.7999999999999545;-8.20843037559456;-13.808430375594583;7.782623121770882;-2.617376878229095;2.1826231217708596;-6.0258072538237;-4.504215187797342;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2350;4433;CIAN-GRANGÉ EMERIC;;Homme;MAH1;886;00:21:55;00:43:01;00:54:19;01:05:19;01:32:12;+28:41;262.2173768782291;263.0;253.2;267.6;264.55633918320484;-9.800000000000011;14.400000000000034;-3.0436608167951817;1.556339183204841;0.7826231217708823;-9.017376878229129;5.382623121770905;2.3389623049757233;7.978169591602409;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2351;10424;MIRADA MANON;;Femme;MAF1;38;00:23:07;00:44:56;00:56:15;01:06:50;01:32:13;+28:42;262.2647769825093;277.4;261.8;262.8;249.79498113826472;-15.599999999999966;1.0;-13.005018861735294;-27.60501886173526;15.13522301749066;-0.46477698250930644;0.5352230174906936;-12.4697958442446;-13.302509430867644;1.0;Negative split;5.0;Negative split;7.0;Negative split
2352;7861;COURBON PABLO;;Homme;SEH;1213;00:22:20;00:43:57;00:55:29;01:06:18;01:32:13;+28:42;262.2647769825093;268.0;259.4;268.2;255.04346399868786;-8.600000000000023;8.800000000000011;-13.156536001312134;-12.956536001312145;5.735223017490682;-2.8647769825093405;5.935223017490671;-7.221312983821463;-2.0782680006560668;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2353;10039;DUPUIS CHLOÉ;;Femme;SEF;125;00:22:51;00:44:36;00:55:57;01:06:43;01:32:13;+28:42;262.2647769825093;274.2;261.0;265.4;250.94308676398228;-13.199999999999989;4.399999999999977;-14.456913236017698;-23.25691323601771;11.93522301749067;-1.2647769825093178;3.1352230174906595;-11.321690218527038;-9.428456618008909;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2354;7708;RIVALS ALEXANDRE;;Homme;SEH;1214;00:21:51;00:43:08;00:54:21;01:05:08;01:32:14;+28:43;262.3121770867896;262.2;255.4;264.0;266.68853534525175;-6.799999999999983;8.599999999999994;2.6885353452517506;4.488535345251762;-0.11217708678958616;-6.912177086789569;1.6878229132104252;4.376358258462176;6.5442676726258355;2.0;Steady pace;0.0;Steady + hills struggles;4.0;Steady pace
2355;7719;CHARRAS SAMUEL;;Homme;MAH1;887;00:22:44;00:44:04;00:55:21;01:05:59;01:32:14;+28:43;262.3121770867896;272.8;256.0;263.0;258.3237657864523;-16.80000000000001;7.0;-4.676234213547673;-14.476234213547684;10.487822913210437;-6.312177086789575;0.6878229132104252;-3.9884113003372477;-3.7381171067738137;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2356;6245;BRACQ CHARLES;;Homme;SEH;1215;00:22:47;00:44:25;00:55:32;01:06:02;01:32:14;+28:43;262.3121770867896;273.4;259.6;259.4;257.8317205182877;-13.799999999999955;-0.20000000000004547;-1.5682794817122954;-15.568279481712295;11.087822913210402;-2.712177086789552;-2.9121770867895975;-4.480456568501893;-7.884139740856199;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2357;7041;OUDANANE YASSINE;S/L AIX ATHLE PROVENCE;Homme;MAH1;888;00:21:17;00:42:16;00:53:49;01:06:36;01:32:15;+28:44;262.35957719106983;255.4;251.8;292.0;252.41922256847627;-3.5999999999999943;40.19999999999999;-39.58077743152373;-2.980777431523734;-6.959577191069826;-10.55957719106982;29.64042280893017;-9.94035462259356;18.6096112842381;0.0;Positive split;4.0;Strong starter;2.0;Strong starter
2358;9255;CESARD MANON;;Femme;SEF;126;00:22:29;00:43:48;00:55:10;01:05:58;01:32:15;+28:44;262.35957719106983;269.8;255.8;266.0;258.65179596522876;-14.0;10.199999999999989;-7.348204034771243;-11.148204034771254;7.44042280893018;-6.55957719106982;3.6404228089301682;-3.7077812258410745;-0.47410201738563273;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2359;196;DE T'SERCLAES CHARLES-EVERARD;UFIT ATHLETIC CLUB PUTEAUX;Homme;MAH1;889;00:22:30;00:43:49;00:55:03;01:05:50;01:32:15;+28:44;262.35957719106983;270.0;255.8;264.2;259.9639166803346;-14.199999999999989;8.399999999999977;-4.236083319665397;-10.036083319665408;7.640422808930168;-6.55957719106982;1.8404228089301569;-2.3956605107352402;-0.8180416598327156;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2360;7046;RODRIGUES NATHAËL;;Homme;SEH;1216;00:22:49;00:43:50;00:55:08;01:05:57;01:32:15;+28:44;262.35957719106983;273.8;252.2;265.4;258.81581105461703;-21.600000000000023;13.199999999999989;-6.584188945382948;-14.984188945382982;11.44042280893018;-10.159577191069843;3.0404228089301455;-3.5437661364528026;-0.8920944726914968;2.0;Steady pace;0.0;Steady + hills struggles;5.0;cautious start, get times back 5-10k then consistent
2361;197;***** DOSSARD INCONNU;;;;;00:21:53;00:43:28;00:55:00;01:05:50;01:32:16;+28:45;262.40697729535003;262.6;259.0;268.4;260.1279317697228;-3.6000000000000227;9.399999999999977;-8.27206823027717;-2.472068230277216;0.19302270464999083;-3.406977295350032;5.993022704649945;-2.2790455256272253;3.463965884861352;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2362;2355;MOREL PAUL;;Homme;SEH;1217;00:21:31;00:42:33;00:53:49;01:04:19;01:32:17;+28:46;262.4543773996303;258.2;252.4;261.2;275.2173199934394;-5.799999999999983;8.799999999999983;14.0173199934394;17.0173199934394;-4.2543773996303;-10.054377399630283;-1.2543773996303003;12.7629425938091;12.908659996719678;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2363;6756;KHADAM RAPHAEL;;Homme;MAH1;890;00:22:23;00:43:54;00:55:16;01:05:55;01:32:17;+28:46;262.4543773996303;268.6;258.2;264.2;259.4718714121699;-10.400000000000034;6.0;-4.728128587830099;-9.128128587830133;6.145622600369734;-4.2543773996303;1.7456226003696997;-2.9825059874603994;-1.5640642939150666;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2364;5388;LE NAN FX;;Homme;SEH;1218;00:22:39;00:44:15;00:55:33;01:06:16;01:32:17;+28:46;262.4543773996303;271.8;259.2;264.2;256.0275545350172;-12.600000000000023;5.0;-8.172445464982786;-15.772445464982809;9.345622600369722;-3.2543773996303003;1.7456226003696997;-6.4268228646130865;-5.386222732491433;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2365;7880;BARILLON LOUIS;;Homme;SEH;1219;00:22:10;00:43:21;00:54:40;01:05:30;01:32:17;+28:46;262.4543773996303;266.0;254.2;265.8;263.5722486468755;-11.800000000000011;11.600000000000023;-2.2277513531245177;-2.4277513531245063;3.545622600369711;-8.2543773996303;3.3456226003697225;1.1178712472452048;4.58612432343773;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2366;5519;RENOU NICOLAS;;Homme;SEH;1220;00:22:19;00:44:04;00:55:33;01:06:21;01:32:17;+28:46;262.4543773996303;267.8;261.0;267.4;255.2074790880761;-6.800000000000011;6.399999999999977;-12.192520911923879;-12.592520911923913;5.3456226003697225;-1.454377399630289;4.945622600369688;-7.24689831155419;-3.0962604559619535;2.0;Steady pace;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2367;4600;ANGLARD GUILLAUME;SAM PARIS 12;Homme;SEH;1221;00:22:50;00:44:37;00:55:59;01:06:38;01:32:18;+28:47;262.5017775039105;274.0;261.4;264.2;252.58323765786452;-12.600000000000023;2.8000000000000114;-11.616762342135473;-21.416762342135485;11.498222496089511;-1.1017775039105118;1.6982224960894996;-9.918539846045974;-9.308381171067765;1.0;Negative split;0.0;Steady + hills struggles;1.0;Steady (+hills slowdown)
2368;4747;BUTON LÉANDRE;;Homme;SEH;1222;00:23:04;00:44:50;00:56:14;01:06:49;01:32:18;+28:47;262.5017775039105;276.8;261.2;263.8;250.77907167459404;-15.600000000000023;2.6000000000000227;-13.020928325405976;-26.020928325405976;14.298222496089522;-1.3017775039105004;1.2982224960895223;-11.722705829316453;-11.710464162702976;1.0;Negative split;5.0;Negative split;1.0;Steady (+hills slowdown)
2369;3156;ZAMOLO CHRISTOPHE;;Homme;MAH1;891;00:21:38;00:42:54;00:54:26;01:05:18;01:32:19;+28:48;262.54917760819075;259.6;255.2;268.8;265.8684598983106;-4.400000000000034;13.600000000000023;-2.931540101689393;6.268459898310596;-2.9491776081907233;-7.349177608190757;6.250822391809265;3.3192822901198724;9.934229949155338;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
2370;5821;PERPERE THOMAS;;Homme;MAH1;892;00:22:02;00:42:57;00:54:21;01:05:20;01:32:19;+28:48;262.54917760819075;264.4;251.0;268.6;265.5404297195342;-13.399999999999977;17.600000000000023;-3.0595702804658345;1.140429719534211;1.8508223918092312;-11.549177608190746;6.050822391809277;2.9912521113434423;9.370214859767145;2.0;Steady pace;3.0;Steady Pace;4.0;Steady pace
